instr,entry,exit,dir,ret,bars_held,year,z_sig,z_sigprev,z_cf_sig,z_entry_raw,z_cf_entry,gap_sig,gap_entry,gap_sig_atr,gap_entry_atr,gap_sig_bd_bps,gap_entry_bd_bps,gap_z_share,delta_sig_h,delta_entry_h,wknd_sig,wknd_entry,sessgap_sig,sessgap_entry,holiday,gap_made,gap_alone,gap_saved,r1,r2,r3,ret_path,filled_18
EURAUD,2016-10-18 08:00:00+00:00,2016-10-24 20:00:00+00:00,1,-0.001030957464318817,28,2016,-2.0887049808093123,-1.9732129506208818,-2.0858532415470004,-2.022370619935117,-2.000775959656313,-3.911852914328939e-05,-0.0003021237292468726,0.015967881158440396,0.12519450838602078,0.27221995372250474,2.1067198725368854,0.10645962614064666,4.0,4.0,False,False,False,False,False,False,False,False,-0.0007787667191210268,-0.0004217355849669424,-0.002148834812282785,-0.000821770829150914,0.0
AUDUSD,2016-10-19 16:00:00+00:00,2016-10-20 12:00:00+00:00,-1,0.010210825029479238,5,2016,2.441050056259585,1.7845176915509442,2.4206330174453754,2.323878597319342,2.341558915964527,0.0001100000000000545,-9.999999999998899e-05,0.08537058595270129,0.08295313148070514,1.4330567099630598,-1.2963443090483406,0.09475041807915631,4.0,4.0,False,False,False,False,False,False,False,False,-0.0010236210269900514,0.005247677416846952,0.007333791155396008,0.010313953639037532,1.0
EURUSD,2016-10-21 04:00:00+00:00,2016-10-26 04:00:00+00:00,1,0.003225510016541011,19,2016,-2.261531887122475,-1.7440316047030877,-2.2615318871212797,-2.689835137235817,-2.68225318763686,0.0,-4.0000000000040004e-05,0.0,0.037071362372605526,-0.0,0.36682440115953197,4.6704521920749395e-12,4.0,4.0,False,False,False,False,False,False,False,False,0.0006708510618744778,-0.0014611687512061655,-9.189740573622984e-05,0.0032807373847834054,0.0
USDCAD,2016-10-21 16:00:00+00:00,2016-11-01 12:00:00+00:00,-1,-0.0038573240377327155,43,2016,2.2473101641005857,0.9048855806971389,2.2773381780888005,2.1378456108893715,2.186734182818213,-0.00021999999999988695,-0.00036999999999998145,0.11554621848733523,0.19483938915217497,-1.662372205135876,-2.7766937832076177,-0.027419978642350712,4.0,4.0,False,False,False,False,False,False,False,False,-0.0005778221358407887,-0.0019585919149927022,-0.0019660960985750098,-0.0037671001583383656,0.0
EURCHF,2016-10-21 16:00:00+00:00,2016-10-26 00:00:00+00:00,1,0.0020420884694918214,15,2016,-2.2873323150251927,-1.9234772867587888,-2.282023050604665,-2.3074292075446783,-2.3490291668660186,-1.6600299999947055e-05,0.00013383120000010074,0.025799818782779003,0.2031810537910741,0.15333183714289073,-1.2376266760796986,0.06938154955107378,4.0,4.0,False,False,False,False,False,False,False,False,-0.0004425297795070948,0.0007409048564899212,-0.00013994866119326765,0.002319912850431427,1.0
AUDCAD,2016-10-26 04:00:00+00:00,2016-10-27 16:00:00+00:00,-1,0.011140034383253769,9,2016,2.365103593998192,1.8960406389657511,2.3677312604939367,2.3601264078749686,2.3640195186832273,-2.100220000000874e-05,-3.273809999981836e-05,0.012862565155317621,0.019765180018394116,-0.20561717913947158,-0.31915515895383245,-0.025275900790493324,4.0,4.0,False,False,False,False,False,False,False,False,0.0013007101895662343,0.003997896544155388,0.004394186950435697,0.011430495028902254,1.0
AUDCAD,2016-11-01 12:00:00+00:00,2016-11-02 04:00:00+00:00,-1,0.0029772669916559363,4,2016,2.031514880288792,1.9829683132942562,2.062580367506114,1.3209475866738405,1.3213366851023862,-0.00017042179999982032,-1.9715000001419014e-06,0.123484832848534,0.0013405261418181409,-1.6594848972291483,-0.019182965289388485,-1.8239818377380836,4.0,4.0,False,False,False,False,False,False,False,False,-0.00013912684494399308,0.0005238924025732228,0.0024258227694246015,0.003269679114326185,1.0
AUDUSD,2016-11-08 20:00:00+00:00,2016-11-09 00:00:00+00:00,-1,0.015510383304060451,1,2016,2.2934937906200417,1.5801975246136553,2.275140284198316,1.9796329213200545,1.9527783710454054,9.00000000000345e-05,0.00012999999999996348,0.08097165991905868,0.11388523872094798,1.166347001192713,1.676900056756146,0.043719385896509956,4.0,4.0,False,False,False,False,False,False,False,False,0.015612893227956004,0.015612893227956004,0.015612893227956004,0.015612893227956004,1.0
EURCAD,2016-11-16 08:00:00+00:00,2016-11-25 12:00:00+00:00,1,-0.00751979829653705,44,2016,-2.031641400187208,-1.828169414155583,-2.0364928980336146,-1.657192045420393,-1.6639944232896942,8.061019999971997e-05,0.00011075799999993308,0.0360580614490472,0.04735379178490328,-0.5582645170710209,-0.7696022264395564,-0.028234192548231594,4.0,4.0,False,False,False,False,False,False,False,False,-0.007509109787162793,-0.005728609438702348,-0.0042005313349327,-0.007312759122431567,0.0
EURJPY,2016-11-16 12:00:00+00:00,2016-11-28 20:00:00+00:00,-1,-0.014150174851616655,52,2016,2.0511309309167185,1.9341464298704205,2.028368333223377,1.5030794359279096,1.4966746132508963,0.01860564999999781,0.00498231999998211,0.09809345540771734,0.030116161035724717,1.5879836344272984,0.4246931595657438,0.34565472530269653,4.0,4.0,False,False,False,False,False,False,False,False,0.0031197815543444474,0.004255750171918149,0.0036079207828283444,-0.013891849832295522,1.0
AUDUSD,2016-11-18 16:00:00+00:00,2016-11-23 00:00:00+00:00,1,0.010391556009533641,15,2016,-2.163739965402669,-1.8680580192889642,-2.1212761256241874,-2.094764802442248,-2.0993154807521877,-0.00046000000000001595,4.999999999999449e-05,0.30045721750491156,0.0331674958540596,6.227071516562873,-0.6805962022731162,0.32183721624947403,4.0,4.0,False,False,False,False,False,False,False,False,-0.001103226597295004,-0.0024788548235519237,-0.003377780199125602,0.010501082796475103,1.0
AUDNZD,2016-11-21 16:00:00+00:00,2016-11-23 04:00:00+00:00,1,0.00860445388088556,9,2016,-2.206022967888604,-1.4130808956386807,-2.2245373398069397,-1.8256789943379137,-1.835308970280109,0.00013543057114628887,6.941405435445525e-05,0.07715622869657873,0.03878071268381206,-1.2928056964638612,-0.6661683345992391,-0.03154501494457744,4.0,4.0,False,False,False,False,False,False,False,False,-0.0017702151359318963,0.0006500564486011662,0.0018110475876467191,0.008893019437422378,1.0
GBPJPY,2016-11-21 20:00:00+00:00,2016-11-28 08:00:00+00:00,-1,-0.007888653817912863,28,2016,2.0581545504073335,1.8989710477523472,2.008923826739789,1.7043394333806106,1.7556866662666575,0.09150911999998357,-0.09044377000000736,0.26054228615912317,0.2508991811324066,6.614103445282362,-6.518242879158622,0.48729322211384624,4.0,4.0,False,False,False,False,False,False,False,False,-0.00032657789691570294,-0.0012472464718893406,0.002076337275554785,-0.007670747617741114,1.0
GBPCHF,2016-11-23 16:00:00+00:00,2016-11-28 08:00:00+00:00,-1,0.005571895757842295,17,2016,2.1012921281862136,0.6011710136172047,2.040056215652742,2.465529911464233,2.4550304849639204,0.00039899119999997623,7.600720000011663e-05,0.14954367951072542,0.02967347714846418,3.185600192650253,0.6024104628282119,0.043776553910153185,4.0,4.0,False,False,False,False,False,False,False,False,0.0006861475499131409,-0.0006789779649238881,0.0009392202180241727,0.005808358574366901,0.0
GBPCHF,2016-11-30 16:00:00+00:00,2016-12-07 04:00:00+00:00,-1,-0.0037892477602406768,28,2016,2.0454711813552446,0.626901048854196,2.086734815421491,1.7107543270244259,1.7398654703933363,-0.0002951712000003326,-0.00020104200000026218,0.11757897708399927,0.07853928570303059,-2.336071395896905,-1.5791406729043123,-0.030051464267606756,4.0,4.0,False,False,False,False,False,False,False,False,-0.0010167775664502443,-0.0012459550002730246,-0.0008201362294624204,-0.0035528358104468527,0.0
GBPJPY,2016-11-30 20:00:00+00:00,2016-12-07 08:00:00+00:00,-1,-0.0006598256395994889,28,2016,2.1669818850227025,1.947653583891198,2.178513972749174,2.3887449009982324,2.4151946885728393,-0.020221219999996265,-0.04893120000002682,0.04282528828950193,0.10065501325167853,-1.4199634495284126,-3.4236023833449925,-0.22030329072580324,4.0,4.0,False,False,False,False,False,False,False,False,0.0029485057263766157,0.0027644056540658823,-0.006050279245269463,-0.0004507096218042683,0.0
USDJPY,2016-11-30 20:00:00+00:00,2016-12-05 00:00:00+00:00,-1,0.010594929258136905,14,2016,2.0799160481479664,1.8676469610001034,2.0684380401209044,2.30490466126514,2.3642083243631897,0.01300000000000523,-0.07200000000000273,0.04146730462521588,0.21647624774504678,1.1408612624950838,-6.300315015751026,0.08672266321796337,4.0,4.0,False,False,False,False,False,False,False,False,0.0037844106695965607,0.004490717730051164,0.0025897925550003587,0.010655644788587382,1.0
EURGBP,2016-12-01 12:00:00+00:00,2016-12-05 16:00:00+00:00,1,0.006221822094573102,14,2016,-2.737241078784539,-1.3468597697041185,-2.6684677602327143,-2.769352065522184,-2.735770543235207,-0.000284245526230964,-0.00014463555530486172,0.14848704000445184,0.07681459684679687,3.3568211421208765,1.7185717914424588,0.10529640552178114,4.0,4.0,False,False,False,False,False,False,False,False,0.006558330628342324,0.007372912639534102,0.007308662353300521,0.00657972976884702,1.0
GBPUSD,2016-12-01 12:00:00+00:00,2016-12-07 08:00:00+00:00,-1,0.002044187732496531,24,2016,3.5678313755098796,1.9599268034852857,3.491653046186086,3.1622511055767144,3.1451859420130694,0.0004799999999998139,0.0001100000000000545,0.20403825717314072,0.04814004376369992,3.8291558306860085,0.8714873119374311,1.9009796060521913,4.0,4.0,False,False,False,False,False,False,True,False,0.003351397604107187,0.002670025987196456,0.0008477530582492454,0.002115421182734334,0.0
EURJPY,2016-12-01 12:00:00+00:00,2016-12-04 20:00:00+00:00,-1,0.011713984342548327,9,2016,2.134323542469307,1.9648924210370653,2.134870658395958,1.94733902160131,1.9549983188981306,-0.0006607600000165803,-0.009232369999978118,0.0024522689177504855,0.03381731188037459,-0.05452596074391955,-0.7598168431251897,-0.015583983368054104,4.0,4.0,False,False,False,False,False,False,False,False,0.00019962300270626177,-0.00021345382831139403,-0.00221460172201815,0.0119596206275423,1.0
EURCAD,2016-12-02 12:00:00+00:00,2016-12-05 08:00:00+00:00,1,0.004858100533204157,6,2016,-2.0881097017271593,-1.0449560755979548,-2.1206919868201974,-1.481224738330355,-1.458479622298604,0.00017286410000005858,-0.00011711699999983338,0.06773608300043825,0.044294669257499725,-1.2167008322522073,0.8274222787197786,-0.0341160068773151,4.0,4.0,False,False,False,False,False,False,False,False,-0.000429994046021398,-0.0009592584213224953,-0.0069296638748275186,0.005070173885579177,1.0
AUDCHF,2016-12-09 12:00:00+00:00,2016-12-14 16:00:00+00:00,-1,0.005257570751895848,20,2016,2.556931362991041,1.8850381545881132,2.473858062088467,2.056035563490205,2.0656278732953623,0.0003120435999999227,-3.55445999999926e-05,0.2193177396498503,0.02603897799395338,4.110161549219037,-0.4666192361417321,0.7226162785134284,4.0,4.0,False,False,False,False,False,False,False,False,0.0025165331859187123,0.005057353228891337,0.003016681241615027,0.0056510505868485605,1.0
EURJPY,2016-12-15 08:00:00+00:00,2016-12-19 08:00:00+00:00,-1,0.007158576283692426,13,2016,2.045924338255397,1.8881065660854925,2.0318251815687014,1.7804811410811683,1.7980876328673294,0.008727630000009867,-0.010233360000000857,0.0452006941522177,0.05126163671917032,0.7074598567752854,-0.8295022240689848,0.12600521937210352,4.0,4.0,False,False,False,False,False,False,False,False,-0.0021267745307189667,0.002509910056738951,0.00039658753524485224,0.007401155215708166,1.0
EURCHF,2016-12-19 16:00:00+00:00,2016-12-22 12:00:00+00:00,1,0.0028524560776092113,17,2016,-2.0505974700231437,-1.5021835137126194,-2.0396696143184667,-2.0281769718764835,-2.0106385135829865,-4.413939999992067e-05,-7.018600000008313e-05,0.056140913726420515,0.09161508069920157,0.412217968909537,0.6568631343479457,0.021951574537385988,4.0,4.0,False,False,False,False,False,False,False,False,0.00023520494634654554,0.000531001690154298,-0.0001802617136811291,0.003133670143584233,1.0
EURAUD,2016-12-22 12:00:00+00:00,2016-12-28 12:00:00+00:00,-1,-0.000977598611782196,25,2016,2.469838817911305,1.9300362771174475,2.473762003168793,1.994314083756498,2.045376444359264,-4.460655426563598e-05,-0.0005735168582732264,0.01904017786304005,0.2340682412764541,-0.3089326212995741,-3.9529247407387786,-0.05607456401474996,4.0,4.0,False,False,False,False,False,False,False,False,5.072592151611488e-05,0.0013338884168907494,-0.0007743662854813316,-0.0007702447634727605,0.0
AUDNZD,2016-12-29 20:00:00+00:00,2017-01-02 00:00:00+00:00,1,0.0027376544939307647,7,2016,-2.0305752412205784,-1.7218985413969274,-2.034195205841653,-1.3662280737417993,-1.3447274244938803,1.4938887652915511e-05,-8.574993894239213e-05,0.019858207789735398,0.10544053546057613,-0.14392838123642043,0.8274233799830023,-0.01301670490783473,4.0,4.0,False,False,False,False,True,False,False,False,0.0004551595414035159,0.0009635285363271962,-0.0008669443792661546,0.0030269074475630653,1.0
AUDCHF,2017-01-01 20:00:00+00:00,2017-01-02 20:00:00+00:00,1,0.0031659864900028937,6,2017,-2.1425442013846623,-1.7960361832543572,-2.1451426887285616,-1.718553119102767,-2.213871069191436,8.478600000194625e-06,0.001504715600000095,0.008975443055258976,1.5738855977568273,-0.11547021321501227,-20.52725077148765,-0.012739942727880173,4.0,48.0,False,True,False,False,True,False,False,False,0.001030416838367909,-0.001621779161300907,-0.0007211046994155534,0.0035751805504873335,1.0
GBPUSD,2017-01-11 16:00:00+00:00,2017-01-12 04:00:00+00:00,1,0.004210336622146773,3,2017,-2.281899429678326,-1.7445824281137516,-2.231252817403534,-0.6408003039000787,-0.565059703870425,-0.0004899999999998794,-0.000660000000000105,0.2181656277826719,0.2452619843924593,4.040104218197614,5.4678309280409,0.1982894594947738,4.0,4.0,False,False,False,False,False,False,False,False,9.010780169727006e-05,0.00010649103836946061,0.004284216389789819,0.004284216389789819,1.0
USDCHF,2017-01-17 12:00:00+00:00,2017-01-19 12:00:00+00:00,1,0.008248800582502764,12,2017,-2.9811155621540295,-1.707694611788779,-2.939779137128235,-2.2923703269356426,-2.29237032694535,-0.00021000000000004349,0.0,0.1368523949169399,0.0,2.086749142942748,-0.0,0.14141520031072613,4.0,4.0,False,False,False,False,False,False,False,False,-0.00031919562701998583,0.00041894426046340527,0.0002892710369866158,0.00834896061923951,1.0
USDCAD,2017-01-17 12:00:00+00:00,2017-01-18 16:00:00+00:00,1,0.013022009569378072,7,2017,-2.472061104927171,-1.722254801714123,-2.4630707756154444,-2.026056793399902,-2.0019939933724173,-5.999999999994898e-05,-0.00015999999999993797,0.02682163611977997,0.07746308399900051,0.4581936479083382,1.2265799883470145,0.032368981956163514,4.0,4.0,False,False,False,False,False,False,False,False,-0.0007426178427333285,4.5935124292739715e-05,0.00019905220526861278,0.013114477985591844,1.0
EURUSD,2017-01-24 00:00:00+00:00,2017-01-26 12:00:00+00:00,-1,0.008169600535345975,15,2017,2.14493132720981,1.9784433321903776,2.1527806368077824,2.028057093457049,2.072183202906037,-4.0000000000040004e-05,-0.00022999999999995246,0.018903591682438506,0.12083004990803826,-0.3722349919507906,-2.1377252744184223,-0.36412444016364226,4.0,4.0,False,False,False,False,False,False,False,False,0.0020446666728628493,0.0015427939440690874,0.0006877515172357684,0.008225136388561038,1.0
USDCHF,2017-01-24 00:00:00+00:00,2017-01-27 00:00:00+00:00,1,0.0038317250787410478,18,2017,-2.0075008021897487,-1.8206686466149313,-2.0054209806463765,-1.9811807912513353,-2.021836089873188,-9.99999999995449e-06,0.00019999999999997797,0.0059934072519955365,0.13527223537367522,0.10014922234083273,-2.0054749466040085,0.011597645944857574,4.0,4.0,False,False,False,False,False,False,False,False,0.0024676744675942164,0.0027786415752990568,0.002206863345002974,0.003932229232914253,1.0
NZDUSD,2017-01-24 16:00:00+00:00,2017-02-01 00:00:00+00:00,-1,-0.002193405987032677,33,2017,2.0815742819200413,1.7279657763908196,2.0929649356071187,1.7126314476110374,1.6527267051926302,-5.999999999994898e-05,0.00030999999999992145,0.03373629463027745,0.17146017699110555,-0.8286949435789813,4.268326265351124,-0.041872134821690006,4.0,4.0,False,False,False,False,False,False,False,False,-0.00030346083286203474,0.0005103659461770382,0.0015586851869732188,-0.002000082762045219,1.0
USDCHF,2017-01-31 12:00:00+00:00,2017-02-03 08:00:00+00:00,1,0.010829336551038952,17,2017,-2.136408216700977,-1.5088472010438174,-2.1138001030047815,-3.5907273425449735,-3.6426414245563823,-8.999999999992347e-05,0.00026999999999999247,0.05838469023673288,0.1539777587681739,0.904540794789076,-2.720731977669768,0.04603071334265669,4.0,4.0,False,False,False,False,False,False,False,False,0.0025350855844892273,0.0029609799626835187,0.0042488034396039875,0.010931289040317926,1.0
EURJPY,2017-02-06 12:00:00+00:00,2017-02-09 16:00:00+00:00,1,0.0006023160255636653,19,2017,-2.017781057809903,-1.3864175939856305,-1.9438691751443071,-2.0709035229318644,-2.0504469812567407,-0.04860825000001512,-0.014213640000008354,0.23039949796229148,0.06744277005778254,4.010047068127991,1.1768166653935535,0.12045958609814643,4.0,4.0,False,False,False,False,False,True,False,False,-0.00426648752732206,-0.004353978486939747,-0.006924077233573578,0.0008510189290467096,0.0
NZDCAD,2017-02-07 04:00:00+00:00,2017-02-08 20:00:00+00:00,-1,0.01181923133798535,10,2017,3.5913286784607976,1.851322437663621,3.5693876305610166,2.7702359713327724,2.7323286641945415,0.0001033366999998453,0.0001694456999999927,0.06350309647849195,0.10834503248533915,1.0794750034607454,1.7571047230621981,0.14757470834866118,4.0,4.0,False,False,False,False,False,False,False,False,0.00035486692523700736,0.001254830952804098,-0.000150156579395766,0.012129034621901735,1.0
AUDCAD,2017-02-07 04:00:00+00:00,2017-02-13 12:00:00+00:00,-1,0.004211082161987073,27,2017,2.3779868068400467,1.617037329127116,2.382144484354142,2.1368623572704935,2.1190379719364563,-2.326990000001139e-05,0.00010119579999989803,0.014881933287972451,0.07418034989896824,-0.2326334786180177,1.0072283068712071,-0.010856613007786566,4.0,4.0,False,False,False,False,False,False,False,False,-0.0008836600371424641,-0.0005729501572513396,-0.0011556923555637866,0.004509176209612664,0.0
EURCHF,2017-02-07 08:00:00+00:00,2017-02-09 08:00:00+00:00,1,0.00011281702753359216,12,2017,-2.018037779157849,-1.97432936381417,-2.1779211415645263,-0.6535663269870888,-0.6924239566265559,0.0003082357999999452,6.695299999992521e-05,0.5061968658687716,0.09344471304455944,-2.8954324477654065,-0.6290024860730712,-6.228258670695943,4.0,4.0,False,False,False,False,False,False,False,False,-0.0006989604666037819,-0.0009122480159651225,-0.0011967270986260603,0.0003940711719792045,1.0
EURCAD,2017-02-13 16:00:00+00:00,2017-02-16 12:00:00+00:00,1,0.005832377285413057,17,2017,-2.611467050655695,-1.8327903599471118,-2.5900219687414343,-2.7801529695605303,-2.7770702926256288,-0.00013676470000012486,-2.184880000011269e-05,0.06968544570970292,0.012599199529821728,0.9819565577477135,0.15746058356931722,0.1282526647834275,4.0,4.0,False,False,False,False,False,False,False,False,0.00031606203000511535,2.7670397134915703e-05,5.5506717012043794e-05,0.006049618283503255,1.0
EURAUD,2017-02-14 04:00:00+00:00,2017-02-16 12:00:00+00:00,1,0.0034739295858773208,14,2017,-2.032547610161649,-1.5338815834057842,-2.007691401505014,-1.95800041523393,-1.9737364101910415,-0.00021274680653649014,0.00013536920598267166,0.12345481153429673,0.08173069743226674,1.533751379003715,-0.9791288881238149,0.05332595274447968,4.0,4.0,False,False,False,False,False,False,False,False,-0.0007455971789146476,0.0020536156589268106,-0.0004436665660660921,0.00369132028580732,1.0
EURAUD,2017-02-22 04:00:00+00:00,2017-02-24 08:00:00+00:00,1,0.010614042049250589,13,2017,-2.148290999782053,-1.827450458473887,-2.170947036860244,-2.945961052143798,-2.939453840455325,0.00013201447970501157,-4.422455568109385e-05,0.07519522775961364,0.021761826953642448,-0.9612472593490895,0.32251177588047153,-0.1313016359116928,4.0,4.0,False,False,False,False,False,False,False,False,0.0007632931368168894,0.0052424372433526045,0.004150224653793888,0.010834874950737206,1.0
AUDNZD,2017-02-22 04:00:00+00:00,2017-02-23 00:00:00+00:00,-1,0.006762618618975798,5,2017,2.021480490505879,1.5425782299259054,1.9915851176616366,2.251119282230366,2.2687179711560974,8.478293347846666e-05,-5.275035790375249e-05,0.07849573724158687,0.04930779842293086,0.7910849822148799,-0.4915251122153074,0.06535625280668174,4.0,4.0,False,False,False,False,False,True,False,False,0.0018047515261974123,0.0010280156027026033,0.0016757971713902142,0.007040963358738939,1.0
AUDCHF,2017-02-22 08:00:00+00:00,2017-02-24 08:00:00+00:00,-1,0.008616471671522715,12,2017,2.778675038154621,1.9615820547977043,2.7724002367490335,2.5418838264513477,2.513640854855751,2.168270000013628e-05,9.882600000010733e-05,0.022406217141286603,0.10678852339452542,0.27948159457034627,1.2690795454715746,0.16332995876137085,4.0,4.0,False,False,False,False,False,False,False,False,0.0018940999759223809,0.0006847430794922893,0.0008357190821838278,0.009000104004637577,1.0
EURJPY,2017-02-22 08:00:00+00:00,2017-02-27 16:00:00+00:00,1,0.005985953600009783,21,2017,-2.666219740109801,-1.8550772418792967,-2.6608405771704464,-3.168798849889172,-3.0876521380105806,-0.003148099999989995,-0.056799079999990454,0.019486759931641087,0.31308809183166836,0.26309882056386524,4.766412787296866,0.03711744800546976,4.0,4.0,False,False,False,False,False,False,False,False,0.00731934546968116,0.007362840802172199,0.00810391229082752,0.006239466494945889,1.0
EURUSD,2017-03-02 20:00:00+00:00,2017-03-03 12:00:00+00:00,1,0.005224938852036052,4,2017,-2.105447407384125,-1.4227824578442383,-2.1889252928778524,-1.837978908919616,-1.8471437203926309,0.000280000000000058,2.999999999997449e-05,0.19683655536031983,0.02311248073957935,-2.6604336506856123,-0.28567347521758313,-0.14462118594309983,4.0,4.0,False,False,False,False,False,False,False,False,0.0013229275720947342,0.0013324450366423157,0.0030360711906347593,0.005282192823831577,1.0
NZDUSD,2017-03-06 04:00:00+00:00,2017-03-15 00:00:00+00:00,1,-0.012676798609825186,42,2017,-2.0168472009948273,-1.7729563563318766,-1.9844394482728067,-1.7918682972040936,-1.7944162999203137,-0.0002500000000000835,2.0000000000020002e-05,0.16728002676486028,0.014040014040028128,3.5527007631213103,-0.28524159963517604,0.14273798728050704,4.0,4.0,False,False,False,False,False,True,False,False,-0.00035612535612528085,-0.002307692307692233,-0.0036324786324785086,-0.012478632478632457,0.0
AUDNZD,2017-03-06 12:00:00+00:00,2017-03-21 00:00:00+00:00,-1,-0.00999131207884839,65,2017,2.158622100551313,1.9197888700004098,2.162137114356323,2.3817001936488325,2.4000105670557765,-1.941276901384903e-05,-0.0001101866249197947,0.016374630175301875,0.0900573498010869,-0.17980240718433127,-1.018848431837797,-0.043822020772281076,4.0,4.0,False,False,False,False,False,False,False,False,-0.000749035749427307,-0.0015143462470796898,-0.0017053632013424025,-0.009713051431737396,0.0
EURGBP,2017-03-10 16:00:00+00:00,2017-03-15 04:00:00+00:00,-1,0.008865463705630853,16,2017,2.164766106216542,1.878292497603974,2.1522772929249427,2.3385302523827547,2.3475683535511536,8.340225539593682e-05,-6.365607623948222e-05,0.07570224262178943,0.054567440174043316,0.9546614411812419,-0.7266873924397254,0.10261333973448647,4.0,4.0,False,False,False,False,False,False,False,False,0.0005896025132702265,-0.00043022494275302137,-0.0006022880298592881,0.009205652094541383,1.0
EURCAD,2017-03-10 16:00:00+00:00,2017-03-15 08:00:00+00:00,-1,0.007117875108754576,17,2017,2.156066774445143,1.8469363504785856,2.142900352483439,2.44581327042413,2.472488909318688,0.00012728339999967808,-0.00028164269999986224,0.07566649197377187,0.15257926575728023,0.8888679387563309,-1.96223683858251,0.08601926063354583,4.0,4.0,False,False,False,False,False,False,False,False,0.0014931387232590687,0.0005786800745611886,0.0005979968370897204,0.007325525508565911,1.0
USDJPY,2017-03-22 00:00:00+00:00,2017-03-28 20:00:00+00:00,1,-0.003904693244253905,30,2017,-2.0048047065446566,-1.9615619793393986,-1.9901504844983662,-1.7988414741298575,-1.8232233419691632,-0.018000000000000682,0.029999999999986926,0.10371650821089362,0.17231476163117135,1.6112717409791772,-2.6897627629231375,0.38124288905726195,4.0,4.0,False,False,False,False,False,True,False,False,-0.0013792238731114015,-0.0030987757149125716,-0.005400467503156925,-0.0038421236465246977,0.0
USDCHF,2017-03-27 08:00:00+00:00,2017-03-28 16:00:00+00:00,1,0.007393264816996279,8,2017,-2.3725262787722965,-1.8449430350184504,-2.3725262787759296,-2.4960047643715253,-2.4522533944537157,0.0,-0.00021000000000004349,0.0,0.18041237113405736,-0.0,2.131611803039511,-2.3430703846264935e-11,4.0,4.0,False,False,False,False,False,False,False,False,-0.0016452880777551027,0.0008734245351045278,0.001127327016239521,0.007495201243106431,1.0
AUDCHF,2017-03-27 08:00:00+00:00,2017-03-28 20:00:00+00:00,1,0.008991051283389914,9,2017,-2.065356472903379,-1.8675514839304386,-2.0470638457208206,-1.8587781643969234,-1.852412648622723,-0.00011852999999995006,-4.2028500000013125e-05,0.14321414256869522,0.05165669917768311,1.5729865771805456,0.5591460355993246,0.13811122785967125,4.0,4.0,False,False,False,False,False,False,False,False,-0.003945373547605824,-0.0011966342540064012,-0.0004452683687033998,0.009391680513161305,1.0
EURUSD,2017-03-27 08:00:00+00:00,2017-03-28 16:00:00+00:00,-1,0.005792411022130883,8,2017,2.1574067902519105,1.768280550333888,2.153438586897877,2.440889895866588,2.4101719754419513,1.999999999990898e-05,0.0001500000000000945,0.01907486886019024,0.14097744360911454,0.1843997787194263,1.3805544306602227,0.01712503356861683,4.0,4.0,False,False,False,False,False,False,False,False,-0.0004505084309434082,0.0010848978541090348,0.0014526598385525835,0.005847415552654445,1.0
EURAUD,2017-03-27 08:00:00+00:00,2017-03-28 20:00:00+00:00,-1,0.007071562769253902,9,2017,2.0573392183724897,1.949458535227885,2.034668022987503,1.9056369902585037,1.908056787921202,0.00024989003639541707,-2.737288818721595e-05,0.149928639252359,0.016350165229614466,1.7576628339049951,-0.1922163650940632,0.4485662512396164,4.0,4.0,False,False,False,False,False,False,False,False,-0.002760744854364061,-0.0009853925130327568,-0.00011835062149700981,0.007281526060317289,1.0
EURCAD,2017-03-27 12:00:00+00:00,2017-03-29 04:00:00+00:00,-1,0.009217290486904863,10,2017,2.238541649950605,1.8634677594788338,2.249019330460434,2.599057657032299,2.632211260371234,-7.1778999999772e-05,-0.00025159470000013506,0.048844039482681484,0.15402614378896867,-0.4957504632731894,-1.7339876116467332,-0.07674143828471383,4.0,4.0,False,False,False,False,False,False,False,False,0.0008923412210619652,0.00047616941946171387,0.0006816399638590598,0.009422587512784242,1.0
EURJPY,2017-04-03 12:00:00+00:00,2017-04-18 08:00:00+00:00,1,-0.017552458736066496,67,2017,-2.161771602467426,-1.952022648895298,-2.134691506194633,-2.815025440304537,-2.713591262553785,-0.01405657000000815,-0.06156334999998592,0.08397183530631996,0.39104693903202176,1.1826792684907692,5.186878866481636,0.5644350021262249,4.0,4.0,False,False,False,False,False,False,False,False,0.0006323049410033033,-0.0012270717959218524,-0.0024221290960350084,-0.01730096062030484,0.0
AUDUSD,2017-04-07 20:00:00+00:00,2017-04-12 20:00:00+00:00,1,0.0052153499353086545,19,2017,-2.0072305964209693,-1.8439201933564628,-2.018052798680909,-1.9622119627895815,-1.9709376421533833,5.999999999994898e-05,4.999999999999449e-05,0.07013442431320809,0.06301197227472549,-0.7983925696258064,-0.6665866762654413,-0.06933761959774756,4.0,4.0,False,False,False,False,False,False,False,False,0.0012538850427521453,-0.0015606867021488169,-0.002174290020942382,0.005322341830405364,0.0
